t,cpu.0,cpu.1,cpu.2,cpu.3,gpu.0,gpu.1,gpu.2,gpu.3,ram.0,ram.1,net.0,net.1,disk.0,disk.1,disk.2,disk.3
601.048,11.4,2.8,26.5,42.0,4.0,44.0,51.0,604.0,55.0,31.9,0.2,0.1,5.2,1006.0,315.0,884.0
602.036,20.8,3.2,35.9,42.0,1.0,44.0,51.0,603.0,55.0,31.9,0.2,0.3,4.4,1009.0,316.0,884.0
603.04,14.5,3.2,26.9,42.0,6.0,44.0,51.0,605.0,55.0,31.9,1.3,2.2,0.4,1009.0,316.0,884.0
604.048,9.6,3.2,25.4,42.0,3.0,45.0,51.0,605.0,55.0,31.9,0.1,0.0,3.1,1009.0,316.0,884.0
605.033,7.2,3.2,21.9,42.5,4.0,44.0,51.0,605.0,54.9,31.9,0.2,0.3,1.9,1009.0,316.0,884.0
606.033,8.5,3.2,21.7,42.5,3.0,45.0,52.0,605.0,55.0,31.9,0.1,0.1,2.0,1002.0,311.0,875.0
607.033,8.7,3.1,19.0,42.5,11.0,44.0,51.0,606.0,55.0,31.9,0.1,0.1,0.2,1002.0,311.0,875.0
608.034,8.9,3.2,20.0,42.5,1.0,44.0,51.0,606.0,55.0,31.9,0.0,0.0,0.8,1002.0,311.0,875.0
609.039,17.3,3.2,34.4,42.0,14.0,44.0,51.0,604.0,55.0,31.9,1.3,2.4,3.0,1002.0,311.0,875.0
610.031,8.3,3.2,18.8,42.0,7.0,44.0,51.0,605.0,54.9,31.9,1.1,2.0,2.3,1000.0,311.0,876.0
611.031,8.5,3.2,20.3,42.0,10.0,44.0,52.0,605.0,54.9,31.9,0.1,0.1,0.2,1000.0,311.0,876.0
612.045,6.8,1.9,17.2,42.0,1.0,45.0,52.0,605.0,54.9,31.9,0.0,0.0,2.1,1000.0,311.0,876.0
613.03,8.1,1.2,21.7,41.8,3.0,44.0,51.0,604.0,55.0,31.9,0.1,0.1,2.2,1000.0,311.0,876.0
614.033,10.4,2.8,20.3,41.8,8.0,44.0,51.0,605.0,55.0,31.9,0.1,0.1,0.5,1002.0,311.0,877.0
615.05,9.2,2.8,26.6,41.8,3.0,44.0,51.0,604.0,54.9,31.9,6.1,3.2,2.4,1002.0,311.0,877.0
616.048,7.4,3.2,20.9,41.8,3.0,44.0,51.0,604.0,54.9,31.9,0.1,0.1,1.1,1002.0,311.0,877.0
617.037,14.5,3.2,31.2,42.5,12.0,44.0,51.0,603.0,54.9,31.9,0.0,0.0,0.5,1002.0,311.0,877.0
618.024,7.7,3.2,18.8,42.5,2.0,44.0,52.0,603.0,54.9,31.9,0.1,0.2,0.1,1002.0,311.0,873.0
619.025,22.1,3.2,38.5,42.5,3.0,44.0,51.0,603.0,54.9,31.9,4.8,9.3,1.7,1002.0,311.0,873.0
620.035,13.5,3.2,25.0,42.5,9.0,44.0,52.0,603.0,54.9,31.9,1.9,3.4,1.1,1002.0,311.0,873.0
621.034,6.4,3.2,18.3,42.3,2.0,45.0,52.0,603.0,54.9,31.9,0.1,0.0,0.6,1002.0,311.0,873.0
622.031,5.6,3.2,12.7,42.3,4.0,45.0,51.0,602.0,54.9,31.9,0.1,0.1,0.0,1000.0,311.0,876.0
623.043,7.2,3.2,18.8,42.3,5.0,44.0,52.0,602.0,54.9,31.9,0.1,0.1,0.4,1000.0,311.0,876.0
624.059,7.5,3.2,20.0,42.3,3.0,45.0,51.0,601.0,54.9,31.9,0.5,0.9,0.4,1000.0,311.0,876.0
625.051,10.9,2.1,19.4,42.0,8.0,44.0,51.0,601.0,54.9,31.9,0.1,0.0,1.2,1000.0,311.0,876.0
626.039,12.3,3.2,23.4,42.0,7.0,44.0,52.0,601.0,54.9,31.9,0.3,0.4,0.6,1002.0,311.0,876.0
627.028,12.6,3.2,25.4,42.0,2.0,44.0,51.0,601.0,54.9,31.9,1.7,3.1,0.7,1002.0,311.0,876.0
628.043,7.7,2.9,16.7,42.0,12.0,44.0,52.0,602.0,54.9,31.9,0.1,0.1,0.2,1002.0,311.0,876.0
629.04,11.5,3.2,23.2,41.8,8.0,44.0,51.0,601.0,54.9,31.9,0.1,0.2,0.6,1002.0,311.0,876.0
630.028,10.0,3.2,26.6,41.8,7.0,44.0,51.0,602.0,54.9,31.9,1.6,3.0,0.3,1001.0,311.0,873.0
631.046,11.4,2.5,21.9,41.8,4.0,45.0,51.0,603.0,54.9,31.9,0.1,0.1,0.1,1001.0,311.0,873.0
632.032,6.1,3.2,19.1,41.8,8.0,45.0,51.0,603.0,54.9,31.9,0.1,0.1,0.2,1001.0,311.0,873.0
633.051,10.5,3.2,21.9,41.8,12.0,44.0,51.0,602.0,54.9,31.9,0.3,0.5,0.0,1001.0,311.0,873.0
634.041,11.7,3.2,24.3,41.8,9.0,44.0,51.0,603.0,54.9,31.9,4.6,9.1,0.1,1002.0,311.0,874.0
635.033,7.7,3.2,18.2,41.8,8.0,44.0,52.0,603.0,54.9,31.9,0.1,0.1,0.1,1002.0,311.0,874.0
636.049,10.1,3.2,23.4,41.8,6.0,45.0,51.0,603.0,54.8,31.9,0.2,0.2,0.1,1002.0,311.0,874.0
637.04,13.2,3.2,25.8,41.8,14.0,45.0,52.0,602.0,54.7,31.9,4.5,9.1,0.0,1002.0,311.0,874.0
638.044,4.8,3.2,12.3,41.8,5.0,44.0,52.0,603.0,54.8,31.9,0.1,0.0,0.2,1001.0,311.0,874.0
639.04,7.6,2.5,17.2,41.8,6.0,44.0,52.0,604.0,54.8,31.9,0.6,0.8,0.0,1001.0,311.0,874.0
640.041,11.5,3.2,23.4,41.8,13.0,45.0,52.0,605.0,54.7,31.9,0.1,0.1,0.5,1001.0,311.0,874.0
641.06,14.2,3.2,29.9,42.5,4.0,44.0,51.0,605.0,54.8,31.9,6.3,12.1,0.2,1001.0,311.0,874.0
642.026,10.1,3.2,25.0,42.5,8.0,44.0,51.0,604.0,54.8,31.9,0.1,0.1,0.0,1001.0,311.0,876.0
643.037,6.2,2.5,13.8,42.5,11.0,44.0,51.0,604.0,54.8,31.9,0.0,0.0,0.0,1001.0,311.0,876.0
644.037,12.7,3.2,36.9,42.5,12.0,44.0,51.0,605.0,54.7,31.9,0.2,0.2,0.4,1001.0,311.0,876.0
645.026,7.6,3.2,17.2,42.0,12.0,44.0,51.0,604.0,54.8,31.9,0.1,0.2,0.4,1001.0,311.0,876.0
646.026,12.6,3.2,24.6,42.0,5.0,44.0,51.0,604.0,54.7,31.9,0.2,0.3,0.7,1003.0,311.0,874.0
647.037,12.4,3.2,23.9,42.0,6.0,45.0,51.0,603.0,54.7,31.9,1.1,2.0,0.2,1003.0,311.0,874.0
648.028,14.4,2.9,27.1,42.0,9.0,45.0,51.0,604.0,54.7,31.9,0.1,0.1,0.3,1003.0,311.0,874.0
649.024,14.8,1.9,30.2,42.3,5.0,45.0,51.0,604.0,54.7,31.9,0.5,0.9,0.4,1003.0,311.0,874.0
650.024,16.6,3.2,40.0,42.3,4.0,45.0,51.0,603.0,54.7,31.9,0.4,0.4,0.5,1000.0,311.0,874.0
651.053,16.5,1.8,46.4,42.3,10.0,44.0,51.0,604.0,54.7,31.9,0.3,0.4,0.2,1000.0,311.0,874.0
652.024,12.3,1.2,29.2,42.3,7.0,45.0,52.0,605.0,54.7,31.9,0.0,0.1,1.2,1000.0,311.0,874.0
653.036,14.3,3.2,42.4,42.3,4.0,44.0,51.0,605.0,54.8,31.9,0.1,0.1,0.8,1000.0,311.0,874.0
654.054,23.5,1.6,41.5,42.3,11.0,44.0,52.0,605.0,54.7,31.9,1.1,2.0,1.0,1003.0,311.0,873.0
655.044,12.8,3.2,21.2,42.3,5.0,45.0,51.0,605.0,54.8,31.9,4.8,9.2,0.3,1003.0,311.0,873.0
656.04,8.4,2.2,21.7,42.3,13.0,45.0,51.0,604.0,54.8,31.9,0.2,0.3,1.2,1003.0,311.0,873.0
657.059,10.9,1.5,27.7,42.0,11.0,44.0,51.0,604.0,54.8,31.9,0.3,0.4,0.0,1003.0,311.0,873.0
658.041,9.4,1.2,21.5,42.0,7.0,44.0,51.0,605.0,54.8,31.9,0.1,0.1,0.0,1002.0,311.0,876.0
659.046,12.0,3.2,26.1,42.0,7.0,44.0,51.0,606.0,54.8,31.9,0.1,0.1,0.7,1002.0,311.0,876.0
660.043,23.6,3.2,58.5,42.0,5.0,45.0,51.0,605.0,54.8,31.9,0.1,0.1,0.0,1002.0,311.0,876.0
661.054,21.8,1.2,44.4,42.5,2.0,44.0,51.0,606.0,54.8,31.9,0.2,0.2,0.4,1002.0,311.0,876.0
662.029,21.0,3.2,32.3,42.5,5.0,44.0,52.0,605.0,54.9,31.9,0.1,0.1,0.3,1006.0,320.0,881.0
663.027,16.0,3.1,51.6,42.5,9.0,44.0,51.0,604.0,54.8,31.9,0.2,0.1,0.4,1006.0,320.0,881.0
664.026,8.0,3.2,18.8,42.5,4.0,45.0,52.0,605.0,54.8,31.9,0.2,0.2,0.2,1006.0,320.0,881.0
665.025,8.6,2.2,20.3,42.3,4.0,44.0,52.0,605.0,54.8,31.9,0.2,0.2,0.2,1006.0,320.0,881.0
666.03,17.6,3.2,32.3,42.3,7.0,44.0,52.0,604.0,54.8,31.9,0.0,0.0,0.4,1030.0,338.0,899.0
667.03,9.5,3.2,23.9,42.3,2.0,44.0,52.0,604.0,54.9,31.9,0.0,0.0,0.1,1030.0,338.0,899.0
668.026,18.2,3.2,35.3,42.3,14.0,44.0,52.0,604.0,54.9,31.9,0.0,0.0,3.6,1030.0,338.0,899.0
669.042,37.6,3.2,65.7,43.3,15.0,44.0,52.0,604.0,55.1,31.9,0.2,0.1,5.3,1030.0,338.0,899.0
670.025,32.9,3.2,57.1,43.3,6.0,44.0,52.0,604.0,55.1,31.9,0.4,0.6,4.3,1003.0,316.0,886.0
671.048,6.4,3.2,18.2,43.3,12.0,45.0,51.0,605.0,55.1,31.9,0.0,0.0,0.3,1003.0,316.0,886.0
672.043,10.2,3.2,20.0,43.3,7.0,45.0,52.0,604.0,55.1,31.9,0.0,0.0,4.2,1003.0,316.0,886.0
673.027,6.5,2.3,16.9,42.8,6.0,44.0,51.0,604.0,55.0,31.9,0.0,0.0,3.2,1003.0,316.0,886.0
674.031,16.3,3.2,33.3,42.8,7.0,44.0,52.0,604.0,55.0,31.9,0.1,0.2,0.7,1045.0,350.0,905.0
675.034,10.4,3.2,23.1,42.8,5.0,44.0,51.0,604.0,55.0,31.9,0.0,0.0,3.1,1045.0,350.0,905.0
676.041,9.9,3.2,20.3,42.8,3.0,44.0,51.0,604.0,54.9,31.9,0.2,0.3,3.2,1045.0,350.0,905.0
677.037,13.7,1.8,20.3,42.0,11.0,44.0,52.0,604.0,54.9,31.9,0.5,0.5,2.6,1045.0,350.0,905.0
678.025,14.8,3.2,30.2,42.0,2.0,44.0,51.0,604.0,55.0,31.9,0.0,0.0,0.0,1005.0,313.0,882.0
679.044,16.2,1.2,39.7,42.0,4.0,44.0,52.0,604.0,55.0,31.9,0.1,0.0,1.7,1005.0,313.0,882.0
680.041,16.0,3.2,28.1,42.0,8.0,44.0,51.0,604.0,55.0,31.9,0.2,0.2,1.4,1005.0,313.0,882.0
681.034,21.1,3.1,35.9,43.0,2.0,44.0,51.0,604.0,55.2,31.9,0.2,0.2,2.3,1005.0,313.0,882.0
682.039,10.7,3.2,23.4,43.0,4.0,44.0,51.0,604.0,55.2,31.9,4.7,9.2,0.4,1002.0,311.0,876.0
683.052,7.4,2.1,17.6,43.0,13.0,44.0,52.0,604.0,55.2,31.9,0.1,0.0,1.0,1002.0,311.0,876.0
684.03,6.7,2.5,22.5,43.0,10.0,44.0,52.0,603.0,55.2,31.9,0.0,0.1,1.1,1002.0,311.0,876.0
685.037,9.6,3.2,17.2,42.0,5.0,44.0,52.0,604.0,55.2,31.9,0.1,0.1,1.1,1002.0,311.0,876.0
686.04,6.4,3.2,20.3,42.0,4.0,44.0,51.0,604.0,55.1,31.9,0.0,0.0,0.5,1013.0,317.0,883.0
687.039,6.6,3.2,20.6,42.0,15.0,44.0,52.0,605.0,55.1,31.9,0.0,0.0,1.0,1013.0,317.0,883.0
688.027,5.2,3.2,14.1,42.0,4.0,45.0,52.0,606.0,55.1,31.9,0.0,0.0,1.0,1013.0,317.0,883.0
689.045,7.0,3.2,15.4,41.8,7.0,45.0,51.0,606.0,55.1,31.9,0.0,0.0,2.7,1013.0,317.0,883.0
690.041,7.8,3.2,17.2,41.8,10.0,44.0,51.0,606.0,55.1,31.9,0.0,0.0,1.1,1002.0,311.0,876.0
691.027,14.2,2.6,27.9,41.8,6.0,44.0,51.0,606.0,55.1,31.9,0.3,0.4,0.1,1002.0,311.0,876.0
692.027,13.5,3.2,29.2,41.8,5.0,44.0,51.0,605.0,55.1,31.9,0.3,0.5,0.3,1002.0,311.0,876.0
693.054,15.7,1.6,39.4,41.8,6.0,44.0,51.0,606.0,55.1,31.9,0.0,0.0,0.0,1002.0,311.0,876.0
694.045,18.6,3.2,28.1,41.8,3.0,44.0,51.0,605.0,55.2,31.9,0.2,0.2,0.4,1001.0,310.0,876.0
695.037,17.7,3.2,36.5,41.8,5.0,45.0,52.0,604.0,55.2,31.9,0.0,0.0,0.1,1001.0,310.0,876.0
696.036,11.6,3.2,33.3,41.8,3.0,44.0,51.0,604.0,55.3,31.9,4.6,9.2,0.4,1001.0,310.0,876.0
697.025,8.1,3.2,26.2,42.3,3.0,44.0,51.0,605.0,55.3,31.9,0.1,0.0,0.2,1001.0,310.0,876.0
698.04,8.0,3.2,22.9,42.3,9.0,44.0,52.0,604.0,55.3,31.9,0.1,0.0,0.0,1002.0,310.0,875.0
699.03,8.7,3.2,20.6,42.3,5.0,44.0,51.0,604.0,55.3,31.9,0.1,0.1,0.0,1002.0,310.0,875.0
700.046,9.4,3.2,18.8,42.3,4.0,45.0,52.0,603.0,55.2,31.9,0.0,0.0,0.1,1002.0,310.0,875.0
701.043,11.8,3.2,28.6,42.0,6.0,45.0,52.0,604.0,55.3,31.9,4.6,9.2,0.7,1002.0,310.0,875.0
702.052,8.9,3.2,30.1,42.0,7.0,45.0,52.0,604.0,55.2,31.9,0.0,0.0,0.1,1004.0,311.0,876.0
703.035,5.1,3.2,17.2,42.0,4.0,44.0,51.0,605.0,55.3,31.9,0.2,0.1,0.1,1004.0,311.0,876.0
704.047,5.6,3.2,17.5,42.0,7.0,44.0,51.0,604.0,55.3,31.9,0.1,0.1,0.5,1004.0,311.0,876.0
705.046,8.5,2.5,21.5,42.0,3.0,44.0,52.0,605.0,55.2,31.9,0.1,0.1,0.5,1004.0,311.0,876.0
706.04,8.8,3.2,23.2,42.0,3.0,44.0,52.0,604.0,55.2,31.9,0.1,0.1,0.1,1001.0,311.0,873.0
707.039,7.9,3.2,23.1,42.0,3.0,45.0,52.0,605.0,55.2,31.9,0.0,0.0,0.1,1001.0,311.0,873.0
708.039,9.1,3.2,31.0,42.0,2.0,44.0,52.0,604.0,55.2,31.9,0.0,0.0,0.0,1001.0,311.0,873.0
709.052,6.9,3.2,21.7,41.8,6.0,44.0,52.0,604.0,55.2,31.9,0.0,0.0,0.1,1001.0,311.0,873.0
710.042,10.6,3.2,25.0,41.8,9.0,44.0,51.0,605.0,55.3,31.9,0.0,0.0,0.1,1002.0,311.0,874.0
711.033,7.4,3.2,18.8,41.8,2.0,44.0,52.0,604.0,55.3,31.9,0.5,0.9,0.1,1002.0,311.0,874.0
712.033,4.8,3.2,15.4,41.8,4.0,45.0,51.0,605.0,55.3,31.9,0.0,0.0,0.1,1002.0,311.0,874.0
713.056,7.1,2.1,20.0,41.8,2.0,44.0,51.0,605.0,55.3,31.9,0.0,0.0,0.0,1002.0,311.0,874.0
714.034,7.4,3.2,18.2,41.8,4.0,44.0,51.0,605.0,55.3,31.9,0.1,0.1,0.0,1002.0,311.0,875.0
715.045,8.3,1.2,21.7,41.8,4.0,44.0,51.0,604.0,55.3,31.9,0.1,0.1,0.2,1002.0,311.0,875.0
716.045,7.0,3.2,23.2,41.8,3.0,44.0,51.0,604.0,55.1,31.9,0.0,0.0,0.2,1002.0,311.0,875.0
717.031,5.4,3.2,22.4,41.8,3.0,44.0,51.0,605.0,55.2,31.9,0.0,0.0,0.0,1002.0,311.0,875.0
718.048,6.4,3.2,17.2,41.8,8.0,44.0,52.0,605.0,55.1,31.9,0.0,0.0,0.1,1001.0,311.0,873.0
719.038,6.7,3.2,18.8,41.8,7.0,45.0,51.0,606.0,55.2,31.9,0.0,0.0,1.1,1001.0,311.0,873.0
720.038,8.7,3.2,18.8,41.8,4.0,44.0,52.0,606.0,55.1,31.9,0.0,0.1,0.0,1001.0,311.0,873.0
721.033,7.8,3.2,20.6,41.8,4.0,44.0,52.0,605.0,55.2,31.9,0.0,0.0,0.3,1001.0,311.0,873.0
722.032,8.2,3.2,18.5,41.8,10.0,44.0,52.0,605.0,55.2,31.9,0.0,0.0,0.4,1003.0,310.0,874.0
723.032,7.2,3.2,20.6,41.8,6.0,44.0,52.0,605.0,55.2,31.9,0.0,0.0,0.0,1003.0,310.0,874.0
724.038,7.6,3.2,18.5,41.8,12.0,44.0,52.0,604.0,55.1,31.9,0.0,0.0,0.1,1003.0,310.0,874.0
725.025,7.2,3.2,23.4,41.5,13.0,44.0,52.0,604.0,55.1,31.9,0.0,0.0,0.2,1003.0,310.0,874.0
726.064,6.5,3.2,21.4,41.5,7.0,44.0,52.0,606.0,55.2,31.9,0.0,0.0,1.0,1001.0,311.0,875.0
727.023,6.2,3.2,14.5,41.5,6.0,45.0,51.0,605.0,55.2,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
728.029,7.9,3.2,22.1,41.5,5.0,44.0,51.0,606.0,55.1,31.9,0.2,0.1,0.1,1001.0,311.0,875.0
729.037,7.5,3.2,18.5,41.5,6.0,44.0,52.0,606.0,55.2,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
730.035,8.8,3.2,24.6,41.5,4.0,44.0,51.0,604.0,55.0,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
731.038,6.4,3.2,16.7,41.5,12.0,44.0,52.0,605.0,55.0,31.9,0.0,0.0,0.2,1001.0,311.0,875.0
732.025,9.2,2.6,23.8,41.5,8.0,44.0,51.0,606.0,55.0,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
733.03,5.3,3.2,12.5,41.0,1.0,45.0,51.0,606.0,55.0,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
734.037,14.8,1.2,29.7,41.0,8.0,44.0,52.0,606.0,55.0,31.9,0.5,0.9,0.8,1002.0,310.0,875.0
735.025,11.0,3.2,36.5,41.0,10.0,44.0,52.0,606.0,55.0,31.9,4.3,8.6,0.1,1002.0,310.0,875.0
736.029,7.0,2.8,20.3,41.0,7.0,44.0,52.0,606.0,55.0,31.9,0.1,0.0,0.0,1002.0,310.0,875.0
737.043,7.8,3.2,21.2,41.3,6.0,44.0,51.0,607.0,55.0,31.9,0.1,0.1,0.0,1002.0,310.0,875.0
738.027,9.8,3.2,22.1,41.3,7.0,44.0,51.0,607.0,55.0,31.9,0.0,0.1,0.0,1001.0,311.0,876.0
739.026,9.1,2.8,23.8,41.3,8.0,44.0,52.0,607.0,55.0,31.9,0.1,0.2,0.3,1001.0,311.0,876.0
740.028,11.4,3.2,27.5,41.3,2.0,44.0,51.0,606.0,55.0,31.9,4.9,9.4,0.3,1001.0,311.0,876.0
741.034,6.7,3.2,22.2,41.5,5.0,45.0,51.0,606.0,55.0,31.9,0.0,0.0,0.5,1001.0,311.0,876.0
742.03,8.3,3.1,19.0,41.5,10.0,44.0,51.0,605.0,55.0,31.9,0.0,0.0,0.0,1003.0,310.0,873.0
743.045,7.4,1.2,21.5,41.5,7.0,44.0,51.0,606.0,55.0,31.9,0.1,0.0,0.2,1003.0,310.0,873.0
744.032,6.3,2.8,14.7,41.5,3.0,44.0,51.0,605.0,55.0,31.9,0.0,0.0,0.0,1003.0,310.0,873.0
745.036,7.8,2.1,23.4,40.8,4.0,44.0,51.0,606.0,55.0,31.9,0.1,0.1,0.2,1003.0,310.0,873.0
746.041,8.6,3.2,26.4,40.8,7.0,44.0,51.0,606.0,55.0,31.9,0.0,0.0,0.3,994.0,297.0,868.0
747.035,12.7,1.3,25.0,40.8,3.0,44.0,51.0,606.0,55.0,31.9,0.2,0.2,0.0,994.0,297.0,868.0
748.034,13.5,3.2,23.4,40.8,2.0,44.0,52.0,606.0,54.9,31.9,0.0,0.0,0.0,994.0,297.0,868.0
749.038,14.4,1.2,27.7,41.8,9.0,44.0,52.0,605.0,55.0,31.9,5.4,10.4,0.9,994.0,297.0,868.0
750.036,9.0,3.2,28.6,41.8,13.0,44.0,52.0,605.0,55.0,31.9,0.0,0.0,0.0,980.0,283.0,864.0
751.029,9.5,3.2,23.4,41.8,4.0,45.0,52.0,606.0,55.0,31.9,0.1,0.1,0.1,980.0,283.0,864.0
752.046,9.1,3.2,25.0,41.8,1.0,44.0,52.0,606.0,55.0,31.9,0.0,0.0,0.0,980.0,283.0,864.0
753.034,6.3,3.2,24.6,41.0,9.0,44.0,52.0,605.0,55.1,31.9,0.0,0.1,0.0,980.0,283.0,864.0
754.03,8.4,3.2,17.2,41.0,12.0,44.0,52.0,605.0,55.0,31.9,0.1,0.1,0.0,979.0,283.0,862.0
755.031,9.9,3.2,27.4,41.0,7.0,44.0,52.0,606.0,55.0,31.9,0.1,0.1,0.2,979.0,283.0,862.0
756.028,6.0,3.2,16.4,41.0,16.0,44.0,52.0,606.0,55.1,31.9,0.0,0.1,0.0,979.0,283.0,862.0
757.063,9.6,2.3,20.3,41.0,4.0,45.0,51.0,606.0,54.9,31.9,0.0,0.0,0.0,979.0,283.0,862.0
758.027,6.8,3.2,22.2,41.0,6.0,44.0,52.0,606.0,55.0,31.9,0.0,0.0,0.1,980.0,283.0,861.0
759.028,8.5,2.5,16.2,41.0,8.0,44.0,51.0,605.0,55.1,31.9,0.0,0.0,0.0,980.0,283.0,861.0
760.046,12.2,3.2,29.0,41.0,4.0,44.0,51.0,605.0,55.2,31.9,0.3,0.2,0.1,980.0,283.0,861.0
761.046,7.6,3.2,20.0,41.3,11.0,44.0,52.0,605.0,55.0,31.9,0.0,0.0,0.2,980.0,283.0,861.0
762.044,9.4,1.5,21.9,41.3,4.0,44.0,52.0,606.0,55.0,31.9,0.0,0.0,0.2,979.0,283.0,860.0
763.029,6.8,3.2,16.4,41.3,2.0,45.0,52.0,605.0,55.0,31.9,0.0,0.1,0.1,979.0,283.0,860.0
764.027,10.5,3.2,23.2,41.3,7.0,44.0,52.0,605.0,55.0,31.9,0.4,0.6,1.0,979.0,283.0,860.0
765.059,9.0,3.2,19.7,41.5,4.0,44.0,51.0,604.0,55.0,31.9,4.6,9.1,0.3,979.0,283.0,860.0
766.049,7.8,1.2,21.5,41.5,11.0,44.0,52.0,605.0,55.0,31.9,0.2,0.3,0.0,979.0,283.0,863.0
767.046,7.0,2.1,15.9,41.5,6.0,44.0,51.0,604.0,55.0,31.9,0.0,0.1,0.0,979.0,283.0,863.0
768.027,7.7,3.2,17.5,41.5,3.0,44.0,51.0,603.0,55.0,31.9,0.3,0.1,0.0,979.0,283.0,863.0
769.027,7.3,3.2,21.7,41.0,5.0,44.0,51.0,604.0,55.0,31.9,0.1,0.0,0.1,979.0,283.0,863.0
770.039,7.2,3.2,18.8,41.0,2.0,44.0,51.0,605.0,55.0,31.9,0.0,0.0,0.4,979.0,283.0,864.0
771.033,7.9,3.2,22.1,41.0,1.0,44.0,51.0,605.0,55.0,31.9,0.0,0.0,0.0,979.0,283.0,864.0
772.034,7.9,3.2,21.5,41.0,7.0,44.0,51.0,605.0,55.0,31.9,0.1,0.1,0.0,979.0,283.0,864.0
773.044,8.4,3.2,21.7,41.0,5.0,44.0,51.0,605.0,55.1,31.9,0.0,0.0,0.0,979.0,283.0,864.0
774.058,9.2,2.8,30.6,41.0,12.0,44.0,52.0,604.0,55.1,31.9,0.0,0.0,0.1,979.0,283.0,862.0
775.033,7.1,2.8,25.0,41.0,7.0,45.0,51.0,604.0,55.0,31.9,0.0,0.0,0.2,979.0,283.0,862.0
776.038,7.0,2.8,17.2,41.0,2.0,44.0,51.0,604.0,55.0,31.9,0.1,0.2,0.2,979.0,283.0,862.0
777.042,12.3,3.2,31.4,41.3,2.0,44.0,51.0,606.0,55.0,31.9,0.0,0.0,0.0,979.0,283.0,862.0
778.044,11.3,3.2,27.7,41.3,8.0,44.0,52.0,605.0,55.0,31.9,0.1,0.1,0.2,980.0,284.0,861.0
779.058,7.3,3.2,22.5,41.3,10.0,44.0,52.0,606.0,55.0,31.9,0.0,0.0,0.6,980.0,284.0,861.0
780.039,6.8,2.6,20.6,41.3,7.0,44.0,52.0,605.0,55.0,31.9,0.0,0.0,0.0,980.0,284.0,861.0
781.043,11.7,3.2,32.8,41.5,6.0,45.0,51.0,604.0,55.0,31.9,0.3,0.4,0.0,980.0,284.0,861.0
782.038,11.0,3.2,29.7,41.5,2.0,45.0,51.0,604.0,55.0,31.9,0.1,0.1,0.0,980.0,283.0,863.0
783.023,5.5,3.2,22.2,41.5,10.0,44.0,52.0,603.0,55.0,31.9,0.0,0.0,0.0,980.0,283.0,863.0
784.038,6.3,3.2,20.0,41.5,8.0,44.0,52.0,602.0,55.0,31.9,0.0,0.0,0.1,980.0,283.0,863.0
785.047,5.6,3.2,25.0,41.8,2.0,44.0,51.0,602.0,55.0,31.9,0.0,0.0,0.1,980.0,283.0,863.0
786.036,7.8,2.9,20.3,41.8,5.0,45.0,51.0,601.0,55.0,31.9,0.0,0.0,0.0,979.0,282.0,862.0
787.033,8.3,2.9,20.3,41.8,4.0,44.0,51.0,601.0,55.0,31.9,0.0,0.0,0.0,979.0,282.0,862.0
788.06,7.3,3.2,15.6,41.8,2.0,44.0,51.0,600.0,55.0,31.9,0.0,0.0,0.0,979.0,282.0,862.0
789.057,7.8,2.8,22.2,41.3,9.0,44.0,52.0,600.0,55.0,31.9,0.0,0.0,0.1,979.0,282.0,862.0
790.032,7.5,3.2,20.6,41.3,3.0,44.0,51.0,601.0,55.0,31.9,0.0,0.0,0.2,980.0,283.0,862.0
791.042,8.6,3.2,26.2,41.3,6.0,44.0,51.0,602.0,54.9,31.9,0.0,0.0,0.2,980.0,283.0,862.0
792.059,6.4,1.6,24.6,41.3,3.0,44.0,51.0,602.0,55.0,31.9,0.0,0.0,0.6,980.0,283.0,862.0
793.028,10.4,3.2,23.8,41.5,12.0,44.0,52.0,601.0,55.0,31.9,0.0,0.0,0.0,980.0,283.0,862.0
794.032,9.7,3.1,26.8,41.5,11.0,44.0,51.0,601.0,55.0,31.9,0.2,0.3,0.6,978.0,283.0,863.0
795.031,11.3,3.2,25.0,41.5,5.0,44.0,52.0,601.0,55.0,31.9,0.0,0.0,0.2,978.0,283.0,863.0
796.049,5.9,3.2,18.8,41.5,0.0,44.0,51.0,601.0,55.1,31.9,6.0,3.2,1.2,978.0,283.0,863.0
797.025,9.0,3.2,24.2,41.3,6.0,44.0,51.0,602.0,55.0,31.9,0.0,0.0,0.0,978.0,283.0,863.0
798.036,5.8,3.2,17.2,41.3,4.0,44.0,51.0,602.0,55.0,31.9,0.1,0.0,0.2,979.0,282.0,863.0
799.036,7.2,3.2,21.5,41.3,4.0,45.0,51.0,601.0,54.9,31.9,0.0,0.1,0.1,979.0,282.0,863.0
800.037,9.4,3.1,33.3,41.3,5.0,44.0,51.0,602.0,54.9,31.9,0.0,0.0,0.0,979.0,282.0,863.0
801.026,9.5,3.2,23.5,41.3,3.0,44.0,51.0,603.0,54.9,31.9,0.0,0.0,0.0,979.0,282.0,863.0
802.037,7.8,3.2,21.7,41.3,3.0,44.0,51.0,604.0,54.9,31.9,0.0,0.0,0.0,980.0,283.0,862.0
